Record,DateTime,50,Azdeg,Eldeg,TkBBK,Ch22.000,Ch22.234,Ch22.500,Ch23.000,Ch23.034,Ch23.500,Ch23.834,Ch24.000,Ch24.500,Ch25.000,Ch25.500,Ch26.000,Ch26.234,Ch26.500,Ch27.000,Ch27.500,Ch28.000,Ch28.500,Ch29.000,Ch29.500,Ch30.000,Ch51.248,Ch51.760,Ch52.280,Ch52.804,Ch53.336,Ch53.848,Ch54.400,Ch54.940,Ch55.500,Ch56.020,Ch56.660,Ch57.288,Ch57.964,Ch58.800,Ch
    65,07/10/18 00:36:10,51,  0.00, 90.00,310.441,, 88.969, 86.137,, 82.184,, 71.709,,, 56.569,,, 46.038,,,, 39.367,,,, 34.935,136.369,151.510,174.288,204.338,237.811,267.202,284.090,290.644,293.169,293.619,293.428,293.659,294.192,294.456,
    67,07/10/18 00:36:50,51,  0.00, 90.00,310.464,, 89.235, 86.069,, 82.041,, 70.825,,, 57.097,,, 46.080,,,, 38.759,,,, 34.960,134.230,152.949,176.671,205.027,235.537,264.344,284.275,290.405,292.337,292.755,293.372,292.649,291.936,294.012,
    69,07/10/18 00:37:29,51,  0.00, 90.00,310.488,, 88.733, 85.967,, 81.486,, 70.494,,, 55.958,,, 45.988,,,, 38.103,,,, 35.038,132.164,150.007,176.509,203.766,234.687,265.325,286.427,293.230,295.084,293.155,293.602,292.430,294.086,295.341,
    71,07/10/18 00:39:47,51,  0.00, 90.00,310.520,, 88.579, 85.642,, 81.248,, 70.320,,, 55.910,,, 45.819,,,, 38.688,,,, 34.609,136.301,152.644,173.639,203.071,237.022,264.585,282.527,290.028,292.080,292.410,292.504,293.108,293.741,293.956,
    73,07/10/18 00:40:27,51,  0.00, 90.00,310.547,, 88.633, 85.602,, 81.480,, 70.492,,, 55.826,,, 45.404,,,, 38.634,,,, 34.569,133.547,151.378,173.450,202.600,236.093,265.839,284.547,293.442,295.478,295.616,294.668,294.532,294.353,293.053,
    75,07/10/18 00:41:06,51,  0.00, 90.00,310.571,, 89.391, 85.446,, 81.465,, 70.604,,, 55.927,,, 46.121,,,, 37.714,,,, 34.754,132.258,147.652,176.818,206.809,237.972,265.622,283.980,291.054,292.597,292.982,294.126,293.860,293.688,292.673,
    77,07/10/18 00:41:45,51,  0.00, 90.00,310.555,, 89.266, 85.974,, 81.928,, 71.189,,, 56.545,,, 46.362,,,, 38.627,,,, 35.512,132.809,149.720,173.361,203.088,237.485,265.627,283.821,289.085,289.214,292.404,293.449,294.419,295.094,294.170,
    79,07/10/18 00:42:24,51,  0.00, 90.00,310.592,, 88.520, 85.162,, 81.387,, 70.346,,, 55.938,,, 45.952,,,, 38.372,,,, 35.082,138.234,150.354,171.511,204.169,239.306,264.217,280.991,290.380,293.768,293.658,293.778,296.113,298.064,294.886,
    81,07/10/18 00:44:42,51,  0.00, 90.00,310.615,, 88.047, 84.754,, 81.517,, 70.518,,, 55.484,,, 45.381,,,, 38.341,,,, 34.418,131.540,149.641,174.615,204.327,237.442,265.899,285.579,292.180,292.006,291.155,292.295,294.229,294.455,294.624,
    83,07/10/18 00:45:22,51,  0.00, 90.00,310.613,, 88.903, 85.263,, 81.567,, 70.716,,, 56.361,,, 47.069,,,, 38.990,,,, 35.690,136.677,152.851,178.145,208.458,241.493,267.345,283.107,290.391,291.429,292.195,293.318,295.727,296.038,294.171,
    85,07/10/18 00:46:00,51,  0.00, 90.00,310.621,, 88.653, 85.380,, 81.659,, 71.497,,, 56.436,,, 46.299,,,, 39.345,,,, 35.725,137.851,155.302,175.949,203.378,234.208,265.323,283.765,287.612,288.023,293.216,294.022,294.157,294.360,294.415,
    87,07/10/18 00:46:40,51,  0.00, 90.00,310.632,, 88.763, 85.542,, 81.527,, 70.686,,, 56.062,,, 45.867,,,, 38.568,,,, 34.894,135.654,151.254,173.158,205.478,237.907,262.607,279.947,289.161,292.249,293.424,293.684,293.756,292.472,292.306,
    89,07/10/18 00:47:19,51,  0.00, 90.00,310.639,, 88.534, 85.698,, 81.861,, 70.787,,, 56.268,,, 46.110,,,, 38.566,,,, 35.229,132.315,153.184,174.914,200.813,233.374,264.607,283.456,287.882,289.406,290.745,293.523,294.531,292.030,292.610,
    91,07/10/18 00:49:36,51,  0.00, 90.00,310.661,, 89.647, 85.905,, 81.993,, 71.504,,, 56.791,,, 46.036,,,, 38.683,,,, 35.331,135.672,152.177,173.765,203.827,238.733,266.020,283.410,289.707,292.692,295.185,292.837,294.211,297.176,295.787,
    93,07/10/18 00:50:16,51,  0.00, 90.00,310.668,, 89.097, 85.939,, 82.217,, 71.144,,, 56.884,,, 46.245,,,, 39.148,,,, 35.974,135.162,149.617,174.672,203.899,237.882,266.926,281.955,289.316,292.864,294.041,294.172,294.646,296.056,295.132,
    95,07/10/18 00:50:55,51,  0.00, 90.00,310.664,, 88.335, 85.853,, 81.156,, 70.825,,, 56.689,,, 46.556,,,, 38.484,,,, 34.821,135.253,150.211,175.217,204.028,234.241,265.515,283.109,286.878,290.500,292.941,294.033,296.235,294.106,292.686,
    97,07/10/18 00:51:34,51,  0.00, 90.00,310.675,, 88.530, 85.547,, 81.262,, 71.045,,, 56.654,,, 46.177,,,, 39.002,,,, 35.001,134.924,150.157,176.172,204.729,237.845,268.992,287.692,289.992,289.543,291.148,294.030,293.530,292.757,293.253,
    99,07/10/18 00:52:14,51,  0.00, 90.00,310.687,, 88.652, 85.907,, 81.554,, 71.207,,, 56.206,,, 46.413,,,, 39.114,,,, 35.364,136.888,154.948,175.464,204.008,240.247,269.629,284.999,290.953,292.898,294.802,295.243,295.448,295.567,296.079,
   101,07/10/18 00:54:32,51,  0.00, 90.00,310.692,, 89.165, 85.850,, 81.600,, 70.912,,, 56.275,,, 45.979,,,, 39.483,,,, 35.049,135.276,152.990,175.900,204.851,237.955,268.063,286.005,292.170,293.082,293.075,294.230,294.458,294.756,294.335,
   103,07/10/18 00:55:12,51,  0.00, 90.00,310.690,, 88.905, 86.362,, 81.702,, 70.568,,, 56.579,,, 45.836,,,, 38.866,,,, 35.118,134.685,150.637,173.368,202.533,236.514,266.249,284.230,290.535,292.207,292.602,292.465,293.700,294.921,293.538,
   105,07/10/18 00:55:51,51,  0.00, 90.00,310.702,, 88.586, 85.996,, 81.400,, 71.640,,, 57.374,,, 46.004,,,, 39.292,,,, 35.469,133.488,150.664,174.827,205.008,237.639,265.381,284.503,291.585,292.634,293.728,293.999,293.799,294.889,294.473,
   107,07/10/18 00:56:31,51,  0.00, 90.00,310.712,, 88.743, 85.991,, 82.006,, 71.495,,, 56.139,,, 46.063,,,, 39.036,,,, 35.035,133.609,154.278,176.160,202.553,237.148,268.236,284.797,289.810,291.827,293.293,294.067,294.389,294.221,292.645,
   109,07/10/18 00:57:10,51,  0.00, 90.00,310.718,, 88.883, 85.659,, 81.690,, 70.061,,, 57.264,,, 45.690,,,, 38.444,,,, 34.673,136.386,150.930,173.029,203.164,237.445,268.029,284.636,289.721,291.330,291.890,293.256,293.625,293.712,293.332,
   111,07/10/18 00:59:28,51,  0.00, 90.00,310.693,, 89.140, 85.981,, 81.985,, 71.239,,, 56.492,,, 45.665,,,, 38.391,,,, 34.846,136.301,152.226,173.570,203.860,236.003,266.794,285.595,289.042,292.644,293.420,293.715,295.162,296.186,294.551,
   113,07/10/18 01:00:07,51,  0.00, 90.00,310.720,, 88.918, 86.128,, 82.137,, 71.799,,, 56.338,,, 46.199,,,, 38.583,,,, 34.869,133.590,151.393,174.504,202.642,237.291,264.847,284.053,292.175,294.109,292.790,291.289,292.191,295.431,294.620,
   115,07/10/18 01:00:49,51,  0.00, 90.00,310.702,, 89.388, 86.047,, 82.373,, 71.097,,, 56.291,,, 46.185,,,, 38.735,,,, 34.639,137.571,151.571,174.910,204.732,236.586,265.918,284.081,290.395,295.628,296.518,293.100,293.282,296.767,294.610,
   117,07/10/18 01:01:28,51,  0.00, 90.00,310.688,, 89.784, 86.658,, 82.637,, 71.293,,, 56.934,,, 46.503,,,, 39.146,,,, 35.444,137.319,153.403,175.201,203.814,238.976,266.964,284.214,290.040,293.456,294.077,293.549,294.365,295.596,294.193,
   119,07/10/18 01:02:08,51,  0.00, 90.00,310.697,, 89.202, 85.655,, 82.074,, 70.919,,, 56.102,,, 45.674,,,, 38.898,,,, 35.665,136.086,152.849,172.736,203.892,239.459,266.102,284.758,290.836,290.769,294.171,292.533,290.793,293.117,294.264,
   121,07/10/18 01:04:26,51,  0.00, 90.00,310.697,, 90.062, 87.077,, 82.552,, 71.603,,, 57.257,,, 46.790,,,, 39.212,,,, 35.590,136.641,151.434,175.309,204.382,239.136,267.938,283.514,290.637,296.004,295.330,295.468,295.342,293.553,292.860,
   123,07/10/18 01:05:05,51,  0.00, 90.00,310.711,, 89.286, 86.223,, 82.804,, 71.905,,, 56.786,,, 46.390,,,, 39.005,,,, 35.535,139.462,155.169,174.298,203.938,240.765,269.194,284.438,289.892,292.073,293.666,294.218,294.793,297.148,293.756,
   125,07/10/18 01:05:44,51,  0.00, 90.00,310.706,, 90.386, 86.907,, 83.061,, 72.080,,, 57.513,,, 47.220,,,, 40.294,,,, 36.846,135.276,152.488,175.392,201.109,235.954,265.941,284.167,290.377,291.888,292.270,293.490,294.964,293.025,293.031,
   127,07/10/18 01:06:24,51,  0.00, 90.00,310.707,, 90.629, 87.188,, 83.211,, 72.835,,, 58.053,,, 48.098,,,, 41.014,,,, 37.543,138.989,152.909,177.910,205.492,238.221,265.706,286.663,294.003,294.763,294.856,293.085,292.740,295.012,295.216,
   129,07/10/18 01:07:03,51,  0.00, 90.00,310.714,, 90.322, 87.149,, 82.910,, 72.352,,, 57.510,,, 47.430,,,, 39.921,,,, 36.646,141.562,154.533,175.545,207.372,242.436,266.845,283.908,293.735,291.292,290.601,294.964,295.552,292.842,292.515,
   131,07/10/18 01:09:23,51,  0.00, 90.00,310.708,, 90.716, 87.689,, 83.593,, 72.782,,, 57.780,,, 47.520,,,, 40.588,,,, 37.480,137.874,154.055,177.593,206.724,238.818,269.572,287.721,291.266,291.971,293.044,293.832,294.993,294.931,295.579,
   133,07/10/18 01:10:03,51,  0.00, 90.00,310.725,, 90.730, 87.151,, 83.111,, 72.580,,, 58.515,,, 47.657,,,, 41.237,,,, 37.711,139.386,156.656,178.935,206.128,239.052,267.616,284.801,289.526,293.241,295.723,295.785,293.021,292.400,294.731,
   135,07/10/18 01:10:43,51,  0.00, 90.00,310.723,, 90.676, 87.037,, 83.685,, 71.925,,, 57.649,,, 47.219,,,, 39.822,,,, 36.435,137.788,154.058,176.268,203.353,238.338,266.656,283.644,288.751,289.334,291.914,293.779,291.935,291.764,292.629,
   137,07/10/18 01:11:22,51,  0.00, 90.00,310.728,, 93.197, 90.006,, 86.252,, 76.491,,, 61.572,,, 52.170,,,, 45.344,,,, 43.176,148.519,162.947,183.788,211.992,245.823,269.618,282.952,291.559,294.298,290.123,291.589,295.873,294.664,292.585,
   139,07/10/18 01:12:01,51,  0.00, 90.00,310.743,, 92.312, 89.343,, 85.168,, 74.929,,, 60.478,,, 50.709,,,, 43.663,,,, 40.412,142.408,158.566,180.846,211.474,242.930,266.962,283.636,292.672,295.184,293.322,293.206,294.264,295.263,295.652,
   141,07/10/18 01:14:19,51,  0.00, 90.00,310.724,, 91.213, 87.734,, 83.950,, 73.531,,, 59.618,,, 48.937,,,, 42.419,,,, 39.306,142.916,160.911,182.606,211.842,243.577,270.782,282.357,289.174,291.473,292.520,293.270,294.496,295.056,294.203,
   143,07/10/18 01:14:58,51,  0.00, 90.00,310.750,, 91.485, 88.265,, 84.538,, 73.936,,, 59.304,,, 49.575,,,, 42.237,,,, 39.575,142.199,158.204,179.797,207.752,240.584,269.221,284.223,288.402,290.367,293.353,294.251,292.276,294.851,296.188,
   145,07/10/18 01:15:37,51,  0.00, 90.00,310.753,, 90.720, 88.077,, 83.621,, 73.072,,, 58.542,,, 48.335,,,, 41.329,,,, 38.063,136.007,154.929,177.968,205.661,238.707,267.104,284.740,292.208,296.219,294.739,293.805,296.250,296.398,294.696,
   147,07/10/18 01:16:17,51,  0.00, 90.00,310.758,, 90.304, 87.478,, 83.021,, 72.513,,, 58.540,,, 48.240,,,, 41.112,,,, 36.969,139.359,154.355,178.100,205.092,236.685,266.269,286.230,292.016,291.580,292.992,293.918,296.056,295.133,293.479,
   149,07/10/18 01:16:56,51,  0.00, 90.00,310.774,, 90.439, 87.797,, 83.370,, 72.759,,, 58.853,,, 48.707,,,, 42.107,,,, 38.202,143.854,158.025,176.467,203.867,241.080,268.292,281.889,288.584,291.302,292.794,296.726,294.573,291.989,292.292,
   151,07/10/18 01:19:14,51,  0.00, 90.00,310.778,, 90.673, 87.191,, 83.129,, 72.513,,, 57.628,,, 47.136,,,, 39.861,,,, 36.769,141.407,154.162,175.496,206.913,238.019,265.014,283.670,290.176,292.683,290.776,291.591,294.532,294.147,294.998,
   153,07/10/18 01:19:54,51,  0.00, 90.00,310.786,, 89.648, 86.766,, 82.643,, 72.213,,, 57.695,,, 46.813,,,, 39.555,,,, 35.543,134.647,152.799,175.919,203.249,235.936,265.853,285.043,292.061,296.737,295.241,293.707,296.012,297.661,295.373,
   155,07/10/18 01:20:33,51,  0.00, 90.00,310.774,, 90.487, 87.217,, 83.406,, 72.659,,, 57.831,,, 48.015,,,, 40.628,,,, 36.910,134.804,153.669,176.486,201.250,234.696,262.344,280.267,289.118,294.088,293.895,291.621,291.850,292.210,293.037,
   157,07/10/18 01:21:13,51,  0.00, 90.00,310.802,, 90.857, 87.892,, 83.992,, 72.951,,, 58.372,,, 48.267,,,, 40.793,,,, 38.247,141.521,155.480,175.885,206.908,242.320,268.115,282.959,287.149,292.153,294.028,292.311,292.074,296.116,294.127,
   159,07/10/18 01:21:53,51,  0.00, 90.00,310.813,, 92.697, 89.743,, 85.844,, 75.034,,, 61.009,,, 51.626,,,, 45.916,,,, 42.956,151.085,164.241,183.775,213.570,245.859,269.160,282.059,290.262,294.130,292.013,291.608,292.754,292.818,296.498,
   161,07/10/18 01:24:10,51,  0.00, 90.00,310.835,, 93.397, 89.863,, 86.731,, 76.195,,, 62.442,,, 52.991,,,, 45.574,,,, 43.276,145.706,162.818,183.290,210.548,242.738,270.492,287.904,291.017,292.730,295.352,294.129,292.969,295.240,295.008,
   163,07/10/18 01:24:49,51,  0.00, 90.00,310.861,, 89.910, 86.600,, 82.671,, 72.526,,, 57.760,,, 48.396,,,, 40.432,,,, 37.265,138.476,152.896,175.862,207.722,240.867,266.541,284.461,291.200,290.918,292.765,295.416,294.597,297.218,296.569,
   165,07/10/18 01:25:28,51,  0.00, 90.00,310.841,, 90.285, 87.515,, 83.154,, 73.209,,, 58.538,,, 48.368,,,, 41.632,,,, 38.519,140.427,153.794,175.476,206.271,240.101,266.230,283.319,288.432,292.598,294.197,294.977,296.545,296.951,294.239,
   167,07/10/18 01:26:08,51,  0.00, 90.00,310.846,, 90.251, 86.591,, 83.437,, 72.277,,, 58.399,,, 48.811,,,, 40.710,,,, 38.536,142.933,156.312,176.521,204.198,238.866,269.617,288.123,291.070,292.762,293.003,294.106,294.066,296.839,296.524,
   169,07/10/18 01:26:47,51,  0.00, 90.00,310.847,, 92.741, 89.694,, 86.411,, 76.203,,, 63.301,,, 53.958,,,, 48.411,,,, 46.640,153.754,170.801,191.090,213.455,245.620,271.988,286.776,290.988,294.061,294.729,293.111,295.535,296.708,294.786,
   171,07/10/18 01:29:05,51,  0.00, 90.00,310.870,, 88.739, 85.490,, 81.430,, 71.263,,, 56.782,,, 46.040,,,, 38.855,,,, 34.744,136.035,151.575,174.889,205.592,238.474,265.671,283.238,291.413,293.489,295.037,294.504,294.996,295.568,294.669,
   173,07/10/18 01:29:44,51,  0.00, 90.00,310.889,, 88.998, 85.724,, 81.490,, 71.034,,, 56.717,,, 46.674,,,, 38.894,,,, 35.990,134.041,151.766,173.857,202.220,239.597,268.698,285.723,292.710,293.121,292.444,294.998,295.479,294.712,294.120,
   175,07/10/18 01:30:24,51,  0.00, 90.00,310.863,, 88.329, 85.578,, 81.440,, 71.126,,, 56.601,,, 46.277,,,, 38.617,,,, 35.248,135.042,154.140,174.282,205.049,239.086,266.834,283.935,291.006,290.937,290.529,293.483,295.551,293.968,293.245,
   177,07/10/18 01:31:04,51,  0.00, 90.00,310.885,, 88.314, 84.771,, 81.060,, 70.046,,, 55.860,,, 45.810,,,, 39.414,,,, 34.196,135.684,148.714,170.552,203.175,238.738,262.994,280.612,291.676,293.253,292.419,292.008,292.463,294.870,295.360,
   179,07/10/18 01:31:43,51,  0.00, 90.00,310.899,, 88.457, 85.931,, 81.604,, 70.876,,, 56.307,,, 46.473,,,, 39.028,,,, 34.360,139.426,151.191,173.664,203.369,237.916,269.124,286.726,292.988,294.700,295.117,296.339,297.346,296.477,295.389,
   181,07/10/18 01:34:00,51,  0.00, 90.00,310.928,, 89.087, 86.065,, 81.900,, 71.405,,, 56.441,,, 46.712,,,, 40.300,,,, 36.333,136.106,150.365,177.547,208.216,240.541,268.077,284.140,288.053,290.641,294.077,292.689,292.361,294.424,295.514,
   183,07/10/18 01:34:39,51,  0.00, 90.00,310.921,, 88.916, 85.665,, 81.579,, 70.579,,, 56.736,,, 46.861,,,, 39.130,,,, 35.865,136.791,152.063,176.185,203.073,237.540,267.665,286.905,293.074,292.586,293.320,293.947,295.490,295.412,296.567,
   185,07/10/18 01:35:18,51,  0.00, 90.00,310.942,, 88.738, 86.526,, 82.145,, 71.762,,, 57.485,,, 47.183,,,, 39.804,,,, 36.382,141.751,157.342,179.625,207.182,236.286,265.006,287.633,292.723,289.799,291.075,295.294,294.586,294.313,296.569,
   187,07/10/18 01:35:57,51,  0.00, 90.00,310.955,, 87.746, 84.619,, 80.710,, 69.856,,, 55.632,,, 45.624,,,, 38.333,,,, 34.922,134.959,151.113,173.852,203.840,237.023,269.853,286.891,290.242,292.037,294.205,294.284,293.989,294.520,295.087,
   189,07/10/18 01:36:37,51,  0.00, 90.00,310.972,, 88.792, 86.123,, 82.193,, 71.703,,, 56.911,,, 47.626,,,, 39.899,,,, 37.570,136.963,155.228,180.233,210.220,242.975,269.535,285.643,289.376,291.525,291.969,294.681,297.946,295.419,291.881,
