Record,DateTime,90,RainV,V1,V2,TkBB1K,TkBB2K,TCabK,Tirt0K,Tirt1K,T5K,T6K,T7K,Vdist,12V,8V,5V,3.3V,2.5V,5V,2.5VR,PresTK,PresV,PresrefV,Presmb,TambK,Rh,TirtK,TECV0,TEC0,Tant0K,Tknd0K,Tif0K,TCase0K,RCV08V,Vnd0on,Vnd0off,TECV1,TEC1,Tant1K,Tknd1K,Tif1K,TCase1K,RCV18V,Vnd1on,Vnd1off,R44,EWTilt,NSTilt,R47
 5783,07/07/2018 21:12:41,91,   0.37030,   0.00112,   0.00076, 307.76700, 307.70600,   0.00400, 303.10600, 299.04700,   0.00100,   0.00000,   0.00100,  24.32698,  12.07570,   8.04324,   4.99359,   3.28016,   2.47961,  -4.67545,   2.50181, 309.38400,   1.75677,   2.49636,1012.30000, 294.37200,  84.85100, 275.59000,  -2.24723,  -2.52400, 323.04000, 323.14900, 326.01400, 308.48700,   8.13186,   9.37359,   2.35829,  -2.86890,  -5.11000, 322.43500, 323.18300, 326.20600, 308.48700,   8.02010,   9.90204,   2.42932, 270.00000,  -0.15172,   0.25395,9999.99000
 5805,07/07/2018 21:17:35,91,   0.37515,   0.00207,   0.00100, 307.76000, 307.69700,   0.00300, 303.17500, 299.11500,   0.00700,   0.00100,   0.00100,  24.33291,  12.07675,   8.04381,   4.99448,   3.28040,   2.47994,  -4.67385,   2.50204, 309.38400,   1.75739,   2.49662,1012.36000, 294.45800,  82.62500, 285.03000,  -2.85490,  -4.70500, 322.97100, 323.11800, 326.04900, 308.47000,   8.13321,   9.37552,   2.33564,  -2.75309,  -4.43700, 322.42600, 323.14000, 326.20500, 308.45000,   8.01926,   9.90145,   2.43167, 270.00000,  -0.15172,   0.29625,9999.99000
 5827,07/07/2018 21:22:31,91,   0.37373,   0.00164,   0.00048, 307.70900, 307.63400,   0.00400, 303.13800, 299.11200,   0.00300,   0.00300,   0.00100,  24.32841,  12.07622,   8.04265,   4.99425,   3.28005,   2.47970,  -4.67565,   2.50177, 309.31900,   1.75645,   2.49617,1012.27000, 294.48500,  83.22600, 280.32000,  -2.62565,  -3.84800, 322.95200, 323.16400, 326.02700, 308.35600,   8.13153,   9.37409,   2.34369,  -2.43504,  -3.41800, 322.46500, 323.19400, 326.28900, 308.41700,   8.01892,   9.90070,   2.43654, 270.00000,  -0.15172,   0.30683,9999.99000
 5849,07/07/2018 21:27:26,91,   0.35139,   0.00182,   0.00105, 307.69000, 307.62800,   0.00500, 303.15800, 299.21600,   0.00400,   0.00300,   0.00100,  24.32874,  12.07624,   8.04306,   4.99437,   3.28005,   2.47972,  -4.67483,   2.50186, 309.32000,   1.75707,   2.49638,1012.34000, 294.51300,  83.24200, 281.33000,  -2.30972,  -2.58900, 322.96500, 323.15900, 326.00000, 308.40000,   8.13111,   9.37418,   2.25980,  -2.18009,  -2.39600, 322.42600, 323.14800, 326.20300, 308.44100,   8.02018,   9.89835,   2.43461, 270.00000,  -0.08827,   0.28568,9999.99000
 5871,07/07/2018 21:32:21,91,   0.37468,   0.00223,   0.00070, 307.68800, 307.58900,   0.00000, 303.18900, 299.33900,   0.00100,   0.00000,   0.00000,  24.33011,  12.07595,   8.04300,   4.99401,   3.28002,   2.47986,  -4.67524,   2.50183, 309.30700,   1.75640,   2.49621,1012.25000, 294.57100,  84.60500, 282.09000,  -2.75496,  -4.53100, 323.04500, 323.14000, 326.03300, 308.54100,   8.13186,   9.37418,   2.33320,  -2.65168,  -4.27400, 322.42600, 323.15900, 326.19100, 308.46100,   8.02169,   9.90019,   2.43587, 270.00000,  -0.17287,   0.26453,9999.99000
 5893,07/07/2018 21:37:15,91,   0.39414,   0.00182,   0.00079, 307.65300, 307.60100,   0.00300, 303.18500, 299.19000,   0.00000,   0.00000,   0.00000,  24.32948,  12.07539,   8.04299,   4.99405,   3.28011,   2.47959,  -4.67551,   2.50171, 309.31400,   1.75605,   2.49634,1012.19000, 294.58300,  83.60100, 278.41000,  -2.76591,  -4.60600, 322.98800, 323.16700, 326.04900, 308.55500,   8.13245,   9.37426,   2.34755,  -2.94409,  -5.34000, 322.42700, 323.15800, 326.19400, 308.48300,   8.02161,   9.89960,   2.43067, 270.00000,  -0.15172,   0.28568,9999.99000
 5915,07/07/2018 21:42:09,91,   0.37713,   0.00219,   0.00089, 307.67800, 307.59300,   0.00300, 303.23900, 299.45900,   0.00300,   0.00200,   0.00200,  24.32977,  12.07604,   8.04352,   4.99407,   3.28029,   2.47980,  -4.67459,   2.50190, 309.31100,   1.75668,   2.49636,1012.28000, 294.68100,  84.23000, 282.55000,  -3.05707,  -5.74700, 322.98300, 323.14600, 326.00000, 308.56500,   8.13195,   9.37543,   2.35158,  -1.71195,  -0.98800, 322.43300, 323.18600, 326.24000, 308.47100,   8.02077,   9.90078,   2.43620, 270.00000,  -0.14115,   0.28568,9999.99000
 5937,07/07/2018 21:47:03,91,   0.39040,   0.00188,   0.00072, 307.63500, 307.58700,   0.00000, 303.28100, 299.49300,   0.00000,   0.00000,   0.00000,  24.32891,  12.07509,   8.04279,   4.99347,   3.28004,   2.47951,  -4.67637,   2.50165, 309.31200,   1.75708,   2.49631,1012.35000, 294.66900,  82.90600, 281.37000,  -2.46668,  -3.39400, 323.01800, 323.13800, 326.02000, 308.62500,   8.13144,   9.37594,   2.34142,  -2.83865,  -4.84900, 322.48200, 323.13900, 326.23800, 308.52900,   8.02312,   9.90053,   2.43713, 270.00000,  -0.13057,   0.26453,9999.99000
 5959,07/07/2018 21:51:57,91,   0.38294,   0.00197,   0.00101, 307.67600, 307.59900,   0.00200, 303.37100, 299.74800,   0.00100,   0.00000,   0.00000,  24.32801,  12.07638,   8.04274,   4.99420,   3.27998,   2.47979,  -4.67565,   2.50183, 309.32400,   1.75734,   2.49631,1012.39000, 294.77800,  83.17500, 281.96000,  -2.73625,  -4.58200, 322.97600, 323.14600, 326.04400, 308.68800,   8.13136,   9.37493,   2.33488,  -2.50246,  -3.70300, 322.45200, 323.17400, 326.21300, 308.62100,   8.01993,   9.91630,   2.43411, 270.00000,  -0.15172,   0.27510,9999.99000
 5981,07/07/2018 21:56:52,91,   0.37785,   0.00135,   0.00059, 307.71800, 307.62000,   0.00100, 303.46900, 299.86100,   0.00900,   0.00100,   0.00100,  24.32505,  12.07652,   8.04263,   4.99451,   3.27999,   2.47984,  -4.67526,   2.50184, 309.39400,   1.75761,   2.49621,1012.44000, 294.83700,  80.80800, 282.35000,  -2.82898,  -5.70900, 323.00700, 323.17200, 325.99800, 308.73900,   8.13396,   9.37342,   2.26484,  -2.31261,  -2.70000, 322.43200, 323.13400, 326.24300, 308.66000,   8.02136,   9.90137,   2.43377, 270.00000,  -0.13057,   0.31740,9999.99000
 6003,07/07/2018 22:01:49,91,   0.35328,   0.00216,   0.00082, 307.72700, 307.67700,   0.00100, 303.53000, 299.87000,   0.00400,   0.00100,   0.00200,  24.32800,  12.07552,   8.04310,   4.99440,   3.28016,   2.47968,  -4.67577,   2.50184, 309.45500,   1.75793,   2.49637,1012.47000, 295.00500,  82.68700, 285.47000,  -2.95051,  -5.32600, 323.02500, 323.12900, 326.04600, 308.78900,   8.13186,   9.37543,   2.33597,  -2.84499,  -4.90000, 322.44300, 323.14800, 326.24000, 308.72100,   8.01968,   9.89893,   2.43125, 270.00000,  -0.13057,   0.27510,9999.99000
 6025,07/07/2018 22:06:44,91,   0.37157,   0.00114,   0.00112, 307.77900, 307.68400,   0.00100, 303.59900, 299.99700,   0.00200,   0.00200,   0.00200,  24.32397,  12.07554,   8.04231,   4.99430,   3.27982,   2.47970,  -4.67635,   2.50168, 309.49300,   1.75895,   2.49612,1012.66000, 295.06000,  81.64400, 285.02000,  -2.54818,  -3.52200, 323.02500, 323.16700, 326.00400, 308.80000,   8.12993,   9.37023,   2.33245,  -2.28985,  -3.34600, 322.46800, 323.14800, 326.21900, 308.80000,   8.01917,   9.90078,   2.43562, 270.00000,  -0.17287,   0.31740,9999.99000
 6047,07/07/2018 22:11:37,91,   0.39170,   0.00174,   0.00082, 307.83600, 307.77600,   0.00200, 303.69900, 300.08300,   0.00200,   0.00000,   0.00200,  24.32912,  12.07566,   8.04327,   4.99401,   3.28027,   2.47973,  -4.67510,   2.50184, 309.61100,   1.75924,   2.49644,1012.67000, 295.10300,  81.68300, 266.92000,  -2.31231,  -2.93800, 323.06900, 323.18900, 326.04400, 308.85300,   8.13102,   9.39288,   2.33748,  -2.51744,  -3.80800, 322.46200, 323.13400, 326.25400, 308.88700,   8.02018,   9.89751,   2.43310, 270.00000,  -0.13057,   0.28568,9999.99000
 6069,07/07/2018 22:16:31,91,   0.37347,   0.00215,   0.00097, 307.87000, 307.80400,   0.00200, 303.67100, 300.00800,   0.00100,   0.00100,   0.00200,  24.32726,  12.07460,   8.04256,   4.99355,   3.28000,   2.47943,  -4.67648,   2.50162, 309.62900,   1.75954,   2.49618,1012.74000, 295.08700,  81.43700, 282.76000,  -2.72213,  -5.67700, 323.00600, 323.16700, 326.01700, 308.97700,   8.13270,   9.37543,   2.33841,  -2.38521,  -3.27300, 322.46700, 323.18800, 326.21600, 308.89600,   8.01993,   9.90103,   2.44199, 270.00000,  -0.16230,   0.28568,9999.99000
 6091,07/07/2018 22:21:25,91,   0.36821,   0.00204,   0.00088, 307.94200, 307.84700,   0.00100, 303.68000, 299.89600,   0.00200,   0.00200,   0.00000,  24.32713,  12.07650,   8.04278,   4.99459,   3.28007,   2.47985,  -4.67536,   2.50184, 309.62400,   1.76041,   2.49629,1012.86000, 295.11800,  81.56600, 288.45000,  -2.64034,  -3.20800, 322.98500, 323.15100, 326.03400, 308.88700,   8.13161,   9.37468,   2.33438,  -2.51196,  -2.15200, 322.45900, 323.17200, 326.23200, 308.84100,   8.02110,   9.89986,   2.43402, 270.00000,  -0.15172,   0.29625,9999.99000
 6113,07/07/2018 22:26:19,91,   0.37159,   0.00189,   0.00103, 307.93100, 307.84500,   0.00300, 303.59900, 299.90700,   0.00400,   0.00300,   0.00100,  24.32878,  12.07523,   8.04294,   4.99425,   3.28005,   2.47973,  -4.67594,   2.50177, 309.57500,   1.76092,   2.49622,1012.95000, 295.01700,  80.00000, 288.23000,  -2.67173,  -4.05100, 322.98800, 323.14000, 326.03400, 308.87900,   8.13153,   9.37468,   2.33933,  -2.76634,  -4.81500, 322.46800, 323.15800, 326.23500, 308.86100,   8.01976,   9.89717,   2.44040, 270.00000,  -0.20460,   0.32798,9999.99000
 6135,07/07/2018 22:31:13,91,   0.36620,   0.00142,   0.00067, 307.91500, 307.84700,   0.00100, 303.63600, 299.98600,   0.00100,   0.00300,   0.00400,  24.32389,  12.07607,   8.04250,   4.99403,   3.27995,   2.47977,  -4.67581,   2.50179, 309.52100,   1.76149,   2.49625,1013.03000, 295.06000,  79.41700, 288.43000,  -2.82207,  -4.73100, 323.02100, 323.12400, 326.03600, 308.88300,   8.13153,   9.37636,   2.33471,  -2.15272,  -2.16000, 322.40800, 323.13900, 326.21300, 308.86300,   8.02035,   9.90078,   2.43704, 270.00000,  -0.16230,   0.26453,9999.99000
 6157,07/07/2018 22:36:08,91,   0.36274,   0.00210,   0.00082, 307.91600, 307.85500,   0.00300, 303.70600, 300.02700,   0.00000,   0.00000,   0.00000,  24.32833,  12.07612,   8.04290,   4.99460,   3.28013,   2.47975,  -4.67532,   2.50183, 309.51400,   1.76133,   2.49636,1012.99000, 295.24300,  80.50000, 287.54000,  -3.25435,  -6.56700, 323.02600, 323.14600, 326.07700, 308.89500,   8.12977,   9.37636,   2.33497,  -2.51110,  -3.56300, 322.42200, 323.16100, 326.20800, 308.83800,   8.01876,   9.90111,   2.43234, 270.00000,  -0.16230,   0.32798,9999.99000
 6179,07/07/2018 22:41:04,91,   0.39495,   0.00206,   0.00066, 307.91800, 307.86100,   0.00100, 303.76500, 300.18100,   0.00300,   0.00200,   0.00100,  24.32835,  12.07567,   8.04319,   4.99434,   3.28020,   2.47963,  -4.67532,   2.50182, 309.54300,   1.76056,   2.49643,1012.96000, 295.28600,  81.07800, 286.80000,  -2.59253,  -3.71000, 323.03400, 323.13800, 326.04600, 308.88900,   8.13262,   9.37418,   2.33069,  -2.25931,  -2.92400, 322.50100, 323.11200, 326.21100, 308.86300,   8.01884,   9.89902,   2.43973, 270.00000,  -0.16230,   0.25395,9999.99000
 6201,07/07/2018 22:45:57,91,   0.35734,   0.00124,   0.00055, 307.95600, 307.88600,   0.00100, 303.87900, 300.42400,   0.00100,   0.00200,   0.00300,  24.32555,  12.07670,   8.04308,   4.99466,   3.28011,   2.47986,  -4.67456,   2.50190, 309.57300,   1.76146,   2.49636,1013.01000, 295.35700,  79.33900, 288.71000,  -2.99890,  -5.67200, 323.01500, 323.14600, 326.02700, 308.95400,   8.13312,   9.37669,   2.32624,  -2.09770,  -4.30100, 322.41500, 323.13700, 326.21000, 308.94800,   8.02262,   9.90111,   2.43553, 270.00000,  -0.15172,   0.26453,9999.99000
 6223,07/07/2018 22:50:51,91,   0.40282,   0.00211,   0.00084, 307.98900, 307.92500,   0.01500, 303.96200, 300.67000,   0.00100,   0.00000,   0.00000,  24.33066,  12.07580,   8.04348,   4.99443,   3.28040,   2.47979,  -4.67456,   2.50189, 309.64900,   1.76137,   2.49647,1012.99000, 295.53600,  79.47200, 285.06000,  -2.89435,  -5.05500, 322.95700, 323.15600, 325.99500, 309.11000,   8.13061,   9.37376,   2.36366,  -2.27429,  -2.74500, 322.46200, 323.12500, 326.21300, 309.02400,   8.02169,   9.89994,   2.43243, 270.00000,  -0.17287,   0.26453,9999.99000
 6245,07/07/2018 22:55:46,91,   0.37193,   0.00208,   0.00090, 308.05800, 307.97000,   0.02500, 304.10800, 300.92700,   0.00200,   0.00300,   0.00300,  24.32963,  12.07575,   8.04371,   4.99404,   3.28039,   2.47988,  -4.67469,   2.50194, 309.72200,   1.76240,   2.49637,1013.16000, 295.88800,  79.51100, 283.12000,  -3.04642,  -5.76400, 323.01800, 323.13500, 326.02000, 309.16400,   8.13136,   9.37409,   2.34033,  -2.19478,  -2.47100, 322.48100, 323.14200, 326.23000, 309.12200,   8.02010,   9.90011,   2.43553, 270.00000,  -0.13057,   0.32798,9999.99000
 6267,07/07/2018 23:00:42,91,   0.36938,   0.00212,   0.00082, 308.11300, 308.05100,   0.00200, 304.33100, 301.35400,   0.00200,   0.00200,   0.00300,  24.32701,  12.07581,   8.04281,   4.99397,   3.28019,   2.47977,  -4.67589,   2.50180, 309.83400,   1.76238,   2.49633,1013.12000, 296.01300,  76.71800, 281.04000,  -2.99717,  -5.67200, 323.05500, 323.14000, 326.00400, 309.28600,   8.13102,   9.37199,   2.33396,  -2.63872,  -4.34000, 322.39900, 323.13600, 326.20500, 309.35000,   8.01993,   9.89927,   2.44350, 270.00000,  -0.19402,   0.28568,9999.99000
 6289,07/07/2018 23:05:36,91,   0.37503,   0.00215,   0.00098, 308.21300, 308.15500,   0.00200, 304.44800, 301.15000,   0.00200,   0.00100,   0.00600,  24.32489,  12.07583,   8.04267,   4.99415,   3.28012,   2.47967,  -4.67539,   2.50178, 309.97000,   1.76269,   2.49636,1013.20000, 296.11000,  76.50700, 279.28000,  -2.64553,  -4.14400, 323.02600, 323.13200, 325.99600, 309.47900,   8.13220,   9.37510,   2.33908,  -2.29071,  -3.15400, 322.49400, 323.14800, 326.22700, 309.42900,   8.02219,   9.90111,   2.43738, 270.00000,  -0.18345,   0.30683,9999.99000
 6311,07/07/2018 23:10:31,91,   0.40091,   0.00219,   0.00085, 308.32600, 308.25400,   0.00200, 304.45300, 300.86500,   0.00000,   0.00200,   0.00200,  24.32875,  12.07532,   8.04351,   4.99433,   3.28039,   2.47971,  -4.67528,   2.50183, 310.11500,   1.76270,   2.49636,1013.21000, 296.04000,  76.13600, 270.26000,  -2.36559,  -3.29300, 323.04000, 323.13500, 326.02800, 309.53700,   8.13119,   9.37501,   2.34335,  -2.24145,  -2.75200, 322.49000, 323.18100, 326.21600, 309.44800,   8.02110,   9.90120,   2.42899, 270.00000,  -0.19402,   0.29625,9999.99000
 6333,07/07/2018 23:15:26,91,   0.37785,   0.00221,   0.00086, 308.42300, 308.32000,   0.00200, 304.48200, 301.11600,   0.00100,   0.00000,   0.00100,  24.32794,  12.07562,   8.04272,   4.99414,   3.28015,   2.47988,  -4.67524,   2.50178, 310.18000,   1.76358,   2.49622,1013.35000, 295.98500,  76.82400, 279.99000,  -2.37308,  -3.09300, 323.02600, 323.16700, 326.00100, 309.55400,   8.13220,   9.37258,   2.34201,  -2.46039,  -3.69200, 322.41900, 323.15800, 326.25200, 309.49900,   8.02144,   9.90120,   2.41489, 270.00000,  -0.17287,   0.28568,9999.99000
 6355,07/07/2018 23:20:20,91,   0.38336,   0.00094,   0.00117, 308.49800, 308.41700,   0.00300, 304.61800, 301.33100,   0.00100,   0.00200,   0.00100,  24.32557,  12.07542,   8.04336,   4.99451,   3.28037,   2.47973,  -4.67516,   2.50182, 310.26900,   1.76432,   2.49641,1013.45000, 296.05600,  76.65200, 283.59000,  -2.86037,  -5.20100, 323.05300, 323.16200, 326.03600, 309.58000,   8.13203,   9.37292,   2.32867,  -2.15964,  -2.58000, 322.50900, 323.15500, 326.24400, 309.60900,   8.02035,   9.90019,   2.43352, 270.00000,  -0.19402,   0.28568,9999.99000
 6377,07/07/2018 23:25:14,91,   0.35653,   0.00181,   0.00107, 308.56900, 308.50000,   0.00000, 304.67500, 301.31600,   0.00000,   0.00100,   0.00000,  24.32581,  12.07596,   8.04274,   4.99446,   3.28030,   2.47979,  -4.67491,   2.50178, 310.32600,   1.76453,   2.49636,1013.49000, 296.26700,  77.71800, 281.43000,  -2.75439,  -4.65900, 323.08100, 323.18900, 326.01400, 309.71300,   8.13379,   9.37627,   2.33933,  -2.30224,  -3.06100, 322.46200, 323.15600, 326.20300, 309.63800,   8.01993,   9.89994,   2.43377, 270.00000,  -0.21517,   0.33855,9999.99000
 6399,07/07/2018 23:30:09,91,   0.38456,   0.00102,   0.00116, 308.66200, 308.57700,   0.00200, 304.83600, 301.76600,   0.00300,   0.00100,   0.00400,  24.32467,  12.07543,   8.04330,   4.99395,   3.28034,   2.47974,  -4.67538,   2.50178, 310.43700,   1.76463,   2.49635,1013.51000, 296.43500,  76.37500, 282.15000,  -2.57381,  -4.37800, 323.06300, 323.17000, 326.01400, 309.81500,   8.13119,   9.37317,   2.33824,  -2.58312,  -4.32100, 322.47500, 323.15100, 326.22400, 309.78000,   8.02110,   9.89860,   2.43352, 270.00000,  -0.19402,   0.32798,9999.99000
 6421,07/07/2018 23:35:03,91,   0.40239,   0.00214,   0.00084, 308.76900, 308.69200,   0.00100, 305.01100, 301.91400,   0.00200,   0.00100,   0.00100,  24.32481,  12.07558,   8.04338,   4.99423,   3.28051,   2.47980,  -4.67539,   2.50185, 310.56200,   1.76515,   2.49646,1013.58000, 296.53200,  77.17900, 275.92000,  -2.73481,  -4.79600, 323.05800, 323.15600, 326.02700, 309.98300,   8.13228,   9.37443,   2.32440,  -2.17145,  -2.89700, 322.44300, 323.12800, 326.21100, 309.89700,   8.02035,   9.89776,   2.43142, 270.00000,  -0.18345,   0.27510,9999.99000
 6443,07/07/2018 23:39:57,91,   0.38054,   0.00162,   0.00110, 308.87700, 308.77700,   0.00300, 305.07600, 301.93400,   0.00100,   0.00200,   0.00100,  24.32215,  12.07589,   8.04269,   4.99438,   3.28020,   2.47983,  -4.67522,   2.50180, 310.64700,   1.76475,   2.49624,1013.54000, 296.58700,  76.05800, 265.50000,  -2.40102,  -3.53300, 323.04500, 323.11900, 326.05700, 310.01400,   8.13119,   9.37451,   2.25821,  -2.33191,  -3.30400, 322.43200, 323.13100, 326.26200, 309.97600,   8.01976,   9.89918,   2.42874, 270.00000,  -0.22575,   0.30683,9999.99000
 6465,07/07/2018 23:44:51,91,   0.37489,   0.00190,   0.00103, 308.97700, 308.87800,   0.00600, 305.20100, 302.34000,   0.00200,   0.00600,   0.00300,  24.32468,  12.07558,   8.04287,   4.99433,   3.28020,   2.47981,  -4.67691,   2.50179, 310.74500,   1.76441,   2.49627,1013.49000, 296.92300,  74.85900, 267.88000,  -2.49980,  -3.88200, 323.01400, 323.15700, 326.03100, 310.10000,   8.13153,   9.39053,   2.32565,  -2.33018,  -3.43200, 322.48100, 323.12300, 326.24300, 310.08500,   8.02110,   9.90002,   2.43075, 270.00000,  -0.20460,   0.30683,9999.99000
 6487,07/07/2018 23:49:46,91,   0.36472,   0.00172,   0.00091, 309.10800, 309.00500,   0.00400, 305.41800, 302.41800,   0.00200,   0.00300,   0.00100,  24.32379,  12.07643,   8.04270,   4.99486,   3.28026,   2.47993,  -4.67426,   2.50181, 310.89600,   1.76471,   2.49636,1013.52000, 296.98200,  74.24200, 264.97000,  -2.58965,  -4.41600, 323.07400, 323.16400, 326.00000, 310.20100,   8.13354,   9.37401,   2.26114,  -2.19190,  -3.16400, 322.49400, 323.16900, 326.21600, 310.24300,   8.02077,   9.90070,   2.43234, 270.00000,  -0.20460,   0.33855,9999.99000
 6509,07/07/2018 23:54:40,91,   0.16882,   0.00144,   0.00162, 309.20900, 309.12900,   0.00300, 305.50100, 302.46100,   0.00300,   0.00100,   0.00300,  24.33020,  12.07537,   8.04289,   4.99488,   3.28031,   2.47979,  -4.66763,   2.50175, 311.01800,   1.76434,   2.49629,1013.47000, 297.84900,  69.55000, 267.76000,  -2.54703,  -4.15900, 323.08100, 323.19200, 326.02300, 310.29300,   8.13262,   9.37443,   2.34059,  -2.38521,  -3.71000, 322.49800, 323.15900, 326.21900, 310.28800,   8.02136,   9.90070,   2.41061, 270.00000,  -0.19402,   0.25395,9999.99000
