Record,DateTime,90,RainV,V1,V2,TkBB1K,TkBB2K,TCabK,Tirt0K,Tirt1K,T5K,T6K,T7K,Vdist,12V,8V,5V,3.3V,2.5V,5V,2.5VR,PresTK,PresV,PresrefV,Presmb,TambK,Rh,TirtK,TECV0,TEC0,Tant0K,Tknd0K,Tif0K,TCase0K,RCV08V,Vnd0on,Vnd0off,TECV1,TEC1,Tant1K,Tknd1K,Tif1K,TCase1K,RCV18V,Vnd1on,Vnd1off,R44,EWTilt,NSTilt,R47
 1075,07/07/2018 03:39:42,91,   0.16253,   0.00129,   0.00135, 312.39200, 312.26800,   0.02000, 309.01400, 307.03900,   0.00300,   0.00100,   0.00100,  24.31951,  12.07543,   8.04275,   4.99620,   3.28080,   2.47990,  -4.66617,   2.50184, 314.19200,   1.74576,   2.49659,1010.63000, 301.15700,  62.51900, 246.88000,  -1.84489,  -2.42700, 323.10800, 323.13200, 325.99800, 313.31000,   8.13430,   9.37300,   2.32213,  -1.53939,  -1.59900, 322.55700, 323.14300, 326.17500, 313.48500,   8.02203,   9.89986,   2.42529, 270.00000,  -0.27862,   0.16935,9999.99000
 1097,07/07/2018 03:44:36,91,   0.17784,   0.00126,   0.00093, 312.45700, 312.33600,   0.00000, 309.01100, 307.03600,   0.00000,   0.00100,   0.00000,  24.32128,  12.07458,   8.04220,   4.99517,   3.28068,   2.47978,  -4.66762,   2.50167, 314.22100,   1.74500,   2.49644,1010.53000, 301.15700,  65.03500, 247.24000,  -1.81090,  -2.56200, 323.13500, 323.16400, 326.03100, 313.36600,   8.13329,   9.37409,   2.39696,  -0.85317,  -0.09800, 322.50300, 323.12600, 326.21000, 313.52300,   8.02169,   9.90170,   2.43360, 270.00000,  -0.29977,   0.19050,9999.99000
 1119,07/07/2018 03:49:31,91,   0.17561,   0.00111,   0.00076, 312.53700, 312.41700,   0.00500, 309.00800, 306.75200,   0.00000,   0.00100,   0.00000,  24.32185,  12.07521,   8.04243,   4.99587,   3.28080,   2.47987,  -4.66649,   2.50172, 314.26600,   1.74542,   2.49648,1010.59000, 300.97400,  65.02300, 246.75000,  -0.96390,  -0.28900, 323.12600, 323.13500, 326.01500, 313.30400,   8.13212,   9.37418,   2.30678,  -1.27205,  -1.14000, 322.50100, 323.14500, 326.21600, 313.51500,   8.02161,   9.89742,   2.42949, 270.00000,  -0.37380,   0.17993,9999.99000
 1141,07/07/2018 03:54:26,91,   0.16925,   0.00115,   0.00223, 312.56400, 312.43500,   0.00600, 308.95200, 306.80500,   0.00900,   0.02200,   0.02200,  24.32265,  12.07449,   8.04230,   4.99519,   3.28067,   2.47983,  -4.66706,   2.50170, 314.23400,   1.74403,   2.49643,1010.38000, 301.29800,  65.57400, 246.85000,  -1.40627,  -1.17800, 323.08300, 323.16500, 326.02800, 313.29800,   8.13203,   9.37610,   2.31164,  -0.87104,  -0.36900, 322.54900, 323.13200, 326.21100, 313.46800,   8.02110,   9.90103,   2.42529, 270.00000,  -0.31035,   0.20108,9999.99000
 1163,07/07/2018 03:59:21,91,   0.17667,   0.00105,   0.00103, 312.61800, 312.49100,   0.00700, 309.18300, 307.37500,   0.00300,   0.00100,   0.00100,  24.32048,  12.07473,   8.04248,   4.99588,   3.28070,   2.47983,  -4.66691,   2.50171, 314.30400,   1.74373,   2.49640,1010.34000, 301.28200,  63.75700, 246.95000,  -1.80918,  -2.49600, 323.15100, 323.16500, 326.01100, 313.40100,   8.13329,   9.37485,   2.31190,  -1.26715,  -1.13700, 322.58100, 323.15800, 326.25400, 313.62400,   8.01909,   9.90086,   2.42773, 270.00000,  -0.31035,   0.19050,9999.99000
 1185,07/07/2018 04:04:16,91,   0.17011,   0.00167,   0.00000, 312.68700, 312.55700,   0.00600, 309.24100, 307.20700,   0.00700,   0.00300,   0.00300,  24.32285,  12.07504,   8.04269,   4.99538,   3.28089,   2.47995,  -4.66651,   2.50175, 314.38300,   1.74362,   2.49646,1010.32000, 301.38000,  63.69100, 247.08000,  -1.03850,  -0.58700, 323.11900, 323.13700, 326.02200, 313.49200,   8.13212,   9.37585,   2.31911,  -0.23293,   0.38800, 322.55800, 323.14500, 326.19700, 313.63800,   8.02094,   9.90028,   2.42907, 270.00000,  -0.29977,   0.22223,9999.99000
 1207,07/07/2018 04:09:10,91,   0.15900,   0.00135,   0.00180, 312.75600, 312.62200,   0.01700, 309.34600, 307.35800,   0.00100,   0.00300,   0.00200,  24.31886,  12.07460,   8.04224,   4.99583,   3.28077,   2.47984,  -4.66704,   2.50169, 314.47500,   1.74431,   2.49644,1010.43000, 301.36800,  63.62500, 246.72000,  -1.20553,  -0.81900, 323.14500, 323.17800, 326.00900, 313.62700,   8.13203,   9.37376,   2.30955,  -1.55034,  -3.31300, 322.57400, 323.17000, 326.20600, 313.80000,   8.02110,   9.89977,   2.41422, 270.00000,  -0.32092,   0.22223,9999.99000
 1229,07/07/2018 04:14:05,91,   0.17667,   0.00117,   0.00086, 312.84600, 312.71400,   0.00400, 309.42900, 307.33400,   0.00200,   0.00300,   0.01200,  24.32179,  12.07529,   8.04283,   4.99617,   3.28091,   2.47991,  -4.66532,   2.50183, 314.59300,   1.74514,   2.49654,1010.54000, 301.27100,  62.58500, 247.57000,  -1.69340,  -2.08100, 323.08100, 323.11300, 326.02200, 313.71000,   8.13253,   9.37653,   2.31945,  -0.23639,   0.05500, 322.56900, 323.16400, 326.22200, 313.85200,   8.02127,   9.89885,   2.42412, 270.00000,  -0.34207,   0.28568,9999.99000
 1251,07/07/2018 04:19:00,91,   0.15874,   0.00183,   0.00000, 312.91200, 312.78000,   0.00500, 309.43400, 307.29600,   0.00300,   0.00100,   0.00300,  24.32022,  12.07503,   8.04267,   4.99555,   3.28088,   2.47989,  -4.66531,   2.50174, 314.64200,   1.74514,   2.49648,1010.55000, 301.43900,  64.45300, 247.90000,  -1.66979,  -2.15800, 323.15400, 323.16800, 326.02000, 313.68400,   8.13237,   9.37585,   2.30720,  -0.23264,   0.07300, 322.53600, 323.13600, 326.24300, 313.84700,   8.01917,   9.89784,   2.42932, 270.00000,  -0.32092,   0.17993,9999.99000
 1273,07/07/2018 04:23:54,91,   0.17759,   0.00133,   0.00094, 312.96800, 312.84200,   0.01200, 309.47800, 307.48100,   0.00200,   0.00900,   0.00100,  24.32088,  12.07498,   8.04251,   4.99552,   3.28085,   2.47991,  -4.66578,   2.50172, 314.68300,   1.74519,   2.49653,1010.55000, 301.38000,  63.40200, 247.55000,  -1.96470,  -3.15800, 323.10700, 323.11600, 326.00300, 313.75500,   8.13279,   9.37434,   2.31383,  -0.06959,  -1.19400, 322.54600, 323.16900, 326.22400, 313.92600,   8.02236,   9.90120,   2.41128, 270.00000,  -0.34207,   0.23280,9999.99000
 1295,07/07/2018 04:28:49,91,   0.17630,   0.00126,   0.00120, 313.03100, 312.89600,   0.00100, 309.58800, 307.76000,   0.00600,   0.01400,   0.00400,  24.32134,  12.07527,   8.04259,   4.99552,   3.28089,   2.47991,  -4.66717,   2.50179, 314.73200,   1.74426,   2.49654,1010.41000, 301.49300,  64.86300, 247.98000,  -1.20841,  -2.49600, 323.13700, 323.14200, 325.99600, 313.82700,   8.13279,   9.37468,   2.31131,  -1.21587,  -1.15700, 322.60300, 323.16700, 326.23300, 314.01900,   8.02136,   9.90305,   2.42798, 270.00000,  -0.34207,   0.21165,9999.99000
 1317,07/07/2018 04:33:43,91,   0.16262,   0.00172,   0.00000, 313.09600, 312.96900,   0.00100, 309.71800, 307.89600,   0.00100,   0.00100,   0.01100,  24.32008,  12.07507,   8.04259,   4.99582,   3.28093,   2.47999,  -4.66676,   2.50176, 314.80900,   1.74428,   2.49653,1010.42000, 301.64600,  62.16400, 248.01000,  -1.54537,  -1.74300, 323.12900, 323.16500, 325.99800, 313.98200,   8.13295,   9.37418,   2.31005,  -1.21097,  -1.23200, 322.56500, 323.12100, 326.21100, 314.12100,   8.02069,   9.89835,   2.42194, 270.00000,  -0.31035,   0.22223,9999.99000
 1339,07/07/2018 04:38:38,91,   0.17836,   0.00109,   0.00054, 313.17500, 313.04400,   0.00200, 309.89500, 308.13700,   0.00700,   0.01600,   0.02600,  24.31838,  12.07468,   8.04206,   4.99584,   3.28079,   2.47989,  -4.66615,   2.50167, 314.91800,   1.74407,   2.49646,1010.39000, 301.90000,  62.90200, 248.11000,  -1.04080,  -0.58700, 323.14800, 323.18600, 326.03100, 314.10900,   8.13245,   9.37510,   2.33111,  -1.19168,  -1.40400, 322.56000, 323.14700, 326.21900, 314.32000,   8.02060,   9.90170,   2.42303, 270.00000,  -0.32092,   0.23280,9999.99000
 1361,07/07/2018 04:43:33,91,   0.16098,   0.00124,   0.00197, 313.29300, 313.15900,   0.00500, 309.98400, 307.80900,   0.00400,   0.00100,   0.00300,  24.31810,  12.07511,   8.04248,   4.99622,   3.28095,   2.47995,  -4.66632,   2.50178, 315.07500,   1.74393,   2.49653,1010.36000, 301.73200,  61.91400, 247.27000,  -0.84640,  -0.20000, 323.16800, 323.13700, 326.02500, 314.23400,   8.13195,   9.39355,   2.30040,  -0.81371,  -0.48200, 322.58100, 323.16100, 326.25400, 314.45900,   8.02094,   9.90086,   2.42748, 270.00000,  -0.29977,   0.21165,9999.99000
 1383,07/07/2018 04:48:27,91,   0.16319,   0.00098,   0.00146, 313.37800, 313.24100,   0.00700, 309.97800, 307.62900,   0.00200,   0.00300,   0.00000,  24.31772,  12.07465,   8.04220,   4.99554,   3.28084,   2.47983,  -4.66605,   2.50168, 315.17300,   1.74340,   2.49647,1010.29000, 301.75900,  61.24200, 247.18000,  -1.02151,  -0.70200, 323.14900, 323.16100, 326.00000, 314.28100,   8.13220,   9.37401,   2.30921,  -0.22717,   0.32100, 322.57600, 323.13900, 326.21000, 314.41600,   8.02169,   9.89935,   2.42571, 270.00000,  -0.33150,   0.21165,9999.99000
 1405,07/07/2018 04:53:21,91,   0.16526,   0.00109,   0.00047, 313.45800, 313.32000,   0.00400, 309.91600, 307.35900,   0.00300,   0.00400,   0.00100,  24.31719,  12.07508,   8.04223,   4.99560,   3.28091,   2.47986,  -4.66659,   2.50174, 315.22900,   1.74343,   2.49647,1010.30000, 301.50900,  62.23000, 247.03000,  -1.07536,  -0.75300, 323.13400, 323.14900, 326.01700, 314.28300,   8.13253,   9.37233,   2.30208,  -1.91707,  -3.33600, 322.55200, 323.15100, 326.21900, 314.47800,   8.02304,   9.89986,   2.42874, 270.00000,  -0.31035,   0.19050,9999.99000
 1427,07/07/2018 04:58:15,91,   0.17589,   0.00149,   0.00060, 313.50000, 313.35500,   0.00500, 309.93100, 307.39600,   0.01000,   0.02700,   0.00900,  24.31788,  12.07481,   8.04232,   4.99614,   3.28078,   2.47985,  -4.66615,   2.50163, 315.25100,   1.74283,   2.49643,1010.21000, 301.71600,  64.05800, 247.46000,  -1.53788,  -2.06500, 323.15300, 323.13000, 326.00000, 314.23200,   8.13404,   9.37661,   2.30619,  -1.27579,  -1.18200, 322.55100, 323.08700, 326.25100, 314.45300,   8.02178,   9.89910,   2.42664, 270.00000,  -0.33150,   0.22223,9999.99000
 1449,07/07/2018 05:03:08,91,   0.16315,   0.00152,   0.00000, 313.53700, 313.39600,   0.00100, 310.04800, 307.82900,   0.00100,   0.00100,   0.00100,  24.31644,  12.07382,   8.04196,   4.99540,   3.28063,   2.47973,  -4.66641,   2.50158, 315.29200,   1.74264,   2.49636,1010.23000, 301.81700,  61.76900, 247.54000,  -0.85159,  -0.28900, 323.18300, 323.14300, 326.02800, 314.42800,   8.13077,   9.39246,   2.30544,  -1.68804,  -2.61100, 322.60100, 323.15600, 326.25900, 314.55700,   8.02152,   9.89893,   2.42865, 270.00000,  -0.31035,   0.24338,9999.99000
 1471,07/07/2018 05:08:03,91,   0.17536,   0.00122,   0.00070, 313.60200, 313.46400,   0.00300, 310.17500, 308.01000,   0.00300,   0.00200,   0.00100,  24.31772,  12.07459,   8.04214,   4.99543,   3.28085,   2.47984,  -4.66655,   2.50167, 315.36000,   1.74204,   2.49644,1010.09000, 301.99700,  64.71800, 247.98000,  -1.95203,  -3.46200, 323.18300, 323.12400, 326.00900, 314.54200,   8.13153,   9.37392,   2.30418,  -0.97360,  -0.80300, 322.52000, 323.16700, 326.26200, 314.59200,   8.02194,   9.89969,   2.42278, 270.00000,  -0.31035,   0.17993,9999.99000
 1493,07/07/2018 05:13:05,91,   0.17779,   0.00109,   0.00139, 313.68100, 313.53500,   0.00100, 310.22200, 307.92100,   0.00000,   0.00100,   0.00700,  24.31792,  12.07482,   8.04199,   4.99638,   3.28082,   2.47987,  -4.66575,   2.50165, 315.44300,   1.74217,   2.49650,1010.10000, 302.12200,  64.41400, 247.15000,  -1.09783,  -0.87000, 323.10700, 323.16700, 326.02500, 314.59400,   8.13354,   9.37376,   2.31752,  -1.17785,  -1.12700, 322.59600, 323.15500, 326.24300, 314.73900,   8.01993,   9.89994,   2.42412, 270.00000,  -0.31035,   0.19050,9999.99000
 1515,07/07/2018 05:18:00,91,   0.15994,   0.00145,   0.00142, 313.74400, 313.59800,   0.00100, 310.28500, 307.92000,   0.00000,   0.00100,   0.00600,  24.31611,  12.07462,   8.04222,   4.99558,   3.28091,   2.47984,  -4.66579,   2.50167, 315.52400,   1.74167,   2.49648,1010.03000, 302.05600,  61.80800, 249.80000,   0.17166,   1.01200, 323.21400, 323.11800, 326.04900, 314.67200,   8.13279,   9.37426,   2.22818,  -0.70309,  -0.08600, 322.53600, 323.17800, 326.24100, 314.82300,   8.01985,   9.90053,   2.42529, 270.00000,  -0.28920,   0.21165,9999.99000
 1537,07/07/2018 05:22:55,91,   0.17198,   0.00111,   0.00008, 313.81800, 313.67100,   0.00300, 310.47100, 308.34600,   0.00000,   0.00200,   0.00200,  24.31783,  12.07449,   8.04188,   4.99543,   3.28080,   2.47979,  -4.66574,   2.50163, 315.60500,   1.74137,   2.49645,1009.99000, 302.13800,  62.39800, 247.92000,  -0.77526,  -0.46800, 323.16100, 323.11300, 326.00800, 314.83900,   8.13430,   9.37485,   2.30418,  -0.07938,   0.65000, 322.56000, 323.13100, 326.23200, 315.00000,   8.02245,   9.89986,   2.42294, 270.00000,  -0.32092,   0.24338,9999.99000
 1559,07/07/2018 05:27:48,91,   0.17754,   0.00152,   0.00043, 313.90500, 313.75700,   0.00300, 310.50000, 308.14300,   0.00100,   0.00000,   0.00000,  24.31719,  12.07492,   8.04214,   4.99597,   3.28089,   2.47984,  -4.66558,   2.50164, 315.69800,   1.74135,   2.49651,1009.98000, 302.05600,  61.92500, 247.77000,  -0.05153,   0.64900, 323.15100, 323.14800, 326.04700, 314.98600,   8.13279,   9.37543,   2.31685,  -0.11626,   0.46200, 322.57100, 323.19300, 326.21600, 315.04400,   8.02094,   9.91630,   2.42404, 270.00000,  -0.28920,   0.15878,9999.99000
 1581,07/07/2018 05:32:43,91,   0.16801,   0.00145,   0.00175, 313.96200, 313.82300,   0.00200, 310.41600, 307.93500,   0.00600,   0.01800,   0.00100,  24.31773,  12.07472,   8.04212,   4.99595,   3.28091,   2.47986,  -4.66549,   2.50167, 315.71700,   1.74186,   2.49650,1010.06000, 301.84500,  62.38600, 247.38000,  -1.74870,  -3.05200, 323.13400, 323.13400, 326.02000, 314.90700,   8.13170,   9.37560,   2.30351,   0.58868,   2.23000, 322.52400, 323.18900, 326.21600, 315.09800,   8.02295,   9.89868,   2.42563, 270.00000,  -0.33150,   0.25395,9999.99000
 1603,07/07/2018 05:37:37,91,   0.16436,   0.00114,   0.00035, 313.99900, 313.85800,   0.00800, 310.44100, 308.02600,   0.00400,   0.00300,   0.00100,  24.31631,  12.07484,   8.04233,   4.99608,   3.28096,   2.47987,  -4.66556,   2.50172, 315.71000,   1.74157,   2.49651,1010.01000, 302.15300,  65.23000, 248.45000,  -0.91005,  -0.38500, 323.20200, 323.16100, 326.06400, 314.94300,   8.13337,   9.37418,   2.32465,  -1.24411,  -1.28800, 322.59000, 323.09100, 326.22100, 315.00500,   8.02144,   9.90036,   2.42051, 270.00000,  -0.32092,   0.19050,9999.99000
 1625,07/07/2018 05:42:37,91,   0.16833,   0.00150,   0.00039, 314.04500, 313.90000,   0.00900, 310.54000, 308.00400,   0.00000,   0.00200,   0.00000,  24.31556,  12.07461,   8.04186,   4.99636,   3.28081,   2.47974,  -4.66533,   2.50166, 315.75900,   1.74123,   2.49659,1009.95000, 301.94200,  62.42500, 247.41000,  -1.51341,  -2.05700, 323.18300, 323.17200, 326.02500, 314.96700,   8.13438,   9.37334,   2.29881,  -0.68349,  -0.23100, 322.55800, 323.14300, 326.23000, 315.09000,   8.02110,   9.89944,   2.40885, 270.00000,  -0.27862,   0.13763,9999.99000
 1647,07/07/2018 05:47:31,91,   0.17697,   0.00148,   0.00040, 314.05900, 313.91600,   0.00200, 310.46300, 307.76600,   0.00100,   0.00100,   0.00200,  24.31828,  12.07441,   8.04204,   4.99584,   3.28080,   2.47986,  -4.66633,   2.50162, 315.76000,   1.74159,   2.49644,1010.02000, 301.90000,  62.05800, 247.87000,   0.11723,   0.98800, 323.18700, 323.12700, 326.01700, 314.96200,   8.13212,   9.37308,   2.29545,  -0.71374,  -0.28300, 322.56200, 323.14800, 326.18700, 315.00600,   8.02253,   9.89969,   2.43209, 270.00000,  -0.28920,   0.22223,9999.99000
 1669,07/07/2018 05:52:26,91,   0.15761,   0.00153,   0.00001, 314.09600, 313.94900,   0.00100, 310.60000, 308.03300,   0.00100,   0.00200,   0.00200,  24.31519,  12.07471,   8.04219,   4.99635,   3.28089,   2.47982,  -4.66567,   2.50166, 315.79400,   1.74087,   2.49648,1009.91000, 302.12200,  65.23000, 248.20000,  -1.18624,  -1.36500, 323.14500, 323.12900, 326.04200, 315.05600,   8.13404,   9.39330,   2.31064,   0.42792,   1.68800, 322.52000, 323.15800, 326.22700, 315.15200,   8.02245,   9.89960,   2.42353, 270.00000,  -0.34207,   0.21165,9999.99000
 1691,07/07/2018 05:57:20,91,   0.17672,   0.00125,   0.00106, 314.13600, 313.98900,   0.00500, 310.57200, 307.75300,   0.00100,   0.00100,   0.00100,  24.31816,  12.07476,   8.04236,   4.99599,   3.28095,   2.47991,  -4.66623,   2.50172, 315.83800,   1.74194,   2.49653,1010.07000, 301.81700,  62.05800, 246.99000,  -0.86886,  -0.28900, 323.17800, 323.14500, 326.02200, 315.05900,   8.13178,   9.37334,   2.29722,  -0.21190,   0.57300, 322.58700, 323.10900, 326.19700, 315.18800,   8.02219,   9.90019,   2.42798, 270.00000,  -0.31035,   0.19050,9999.99000
 1713,07/07/2018 06:02:19,91,   0.16368,   0.00085,   0.00000, 314.13600, 313.98800,   0.00000, 310.50400, 307.81300,   0.00000,   0.00700,   0.00000,  24.31626,  12.07397,   8.04174,   4.99621,   3.28076,   2.47973,  -4.66669,   2.50153, 315.80700,   1.74192,   2.49643,1010.10000, 302.11000,  64.12500, 247.98000,  -1.37517,  -1.79800, 323.21100, 323.16100, 325.99600, 315.10600,   8.13245,   9.37493,   2.31425,   0.56793,   2.34400, 322.64900, 323.14800, 326.26200, 315.21200,   8.02219,   9.89977,   2.42311, 270.00000,  -0.32092,   0.20108,9999.99000
 1735,07/07/2018 06:07:13,91,   0.16840,   0.00132,   0.00187, 314.16300, 314.02000,   0.00200, 310.58800, 308.22400,   0.01900,   0.00200,   0.00200,  24.31800,  12.07466,   8.04219,   4.99605,   3.28104,   2.47991,  -4.66625,   2.50171, 315.83400,   1.74181,   2.49655,1010.04000, 302.25100,  64.21800, 248.94000,  -1.00192,  -0.80000, 323.15600, 323.14300, 326.05800, 315.22200,   8.13253,   9.37267,   2.29420,   0.54172,   2.41900, 322.56800, 323.22400, 326.24600, 315.18300,   8.02001,   9.90028,   2.42378, 270.00000,  -0.26805,   0.25395,9999.99000
 1757,07/07/2018 06:12:08,91,   0.15849,   0.00148,   0.00013, 314.20300, 314.05500,   0.00200, 310.64300, 307.92800,   0.00200,   0.00100,   0.00200,  24.31443,  12.07508,   8.04223,   4.99648,   3.28099,   2.47983,  -4.66599,   2.50173, 315.87600,   1.74216,   2.49658,1010.10000, 302.04000,  61.59700, 248.20000,  -1.41606,  -1.96900, 323.18300, 323.12900, 326.02200, 315.17600,   8.13262,   9.37250,   2.29378,  -0.12260,   0.38300, 322.59800, 323.16200, 326.20200, 315.27800,   8.02127,   9.90120,   2.42555, 270.00000,  -0.29977,   0.20108,9999.99000
 1779,07/07/2018 06:17:03,91,   0.17326,   0.00150,   0.00055, 314.22100, 314.07300,   0.00100, 310.64700, 308.01800,   0.00300,   0.00100,   0.00100,  24.31632,  12.07471,   8.04212,   4.99625,   3.28084,   2.47987,  -4.66631,   2.50162, 315.90600,   1.74203,   2.49645,1010.09000, 302.25100,  64.20300, 247.65000,  -1.00653,  -0.62700, 323.17500, 323.16700, 326.01200, 315.25300,   8.13329,   9.37527,   2.22893,   0.19400,   1.17100, 322.56500, 323.16200, 326.23000, 315.25100,   8.02270,   9.89843,   2.42479, 270.00000,  -0.29977,   0.16935,9999.99000
 1801,07/07/2018 06:21:56,91,   0.17691,   0.00117,   0.00088, 314.27500, 314.12600,   0.00000, 310.80900, 308.59000,   0.00200,   0.00000,   0.00000,  24.31556,  12.07487,   8.04224,   4.99634,   3.28095,   2.47980,  -4.66560,   2.50167, 316.00900,   1.74200,   2.49654,1010.08000, 302.61400,  63.59700, 248.27000,  -1.46272,  -1.96600, 323.24700, 323.18300, 326.01500, 315.40800,   8.13354,   9.37342,   2.29227,  -1.02977,  -1.07000, 322.51900, 323.12900, 326.15400, 315.45100,   8.02253,   9.90103,   2.40960, 270.00000,  -0.31035,   0.16935,9999.99000
 1823,07/07/2018 06:26:51,91,   0.17721,   0.00130,   0.00094, 314.35100, 314.20100,   0.00000, 310.95900, 308.74800,   0.00000,   0.00000,   0.00000,  24.31464,  12.07442,   8.04158,   4.99643,   3.28086,   2.47975,  -4.66586,   2.50163, 316.11200,   1.74144,   2.49652,1009.99000, 302.22400,  65.65200, 249.29000,  -0.95066,  -0.73800, 323.18600, 323.16200, 326.04400, 315.52000,   8.13295,   9.37434,   2.29327,   0.08539,   0.91800, 322.58400, 323.17000, 326.19900, 315.55200,   8.02203,   9.89734,   2.42521, 270.00000,  -0.29977,   0.21165,9999.99000
 1845,07/07/2018 06:31:46,91,   0.16339,   0.00123,   0.00035, 314.42400, 314.28000,   0.00500, 310.94300, 308.42500,   0.00400,   0.01200,   0.00700,  24.31506,  12.07493,   8.04245,   4.99611,   3.28097,   2.47996,  -4.66577,   2.50175, 316.16600,   1.74088,   2.49656,1009.90000, 302.09500,  66.20700, 248.79000,  -1.31930,  -1.37500, 323.18300, 323.11800, 326.02200, 315.53800,   8.13413,   9.37191,   2.29369,  -1.19081,  -1.85700, 322.59500, 323.15300, 326.22900, 315.54100,   8.02043,   9.89927,   2.42219, 270.00000,  -0.23632,   0.17993,9999.99000
 1867,07/07/2018 06:36:40,91,   0.16981,   0.00127,   0.00121, 314.43700, 314.28800,   0.00500, 310.82700, 308.18500,   0.00400,   0.00400,   0.00200,  24.31281,  12.07369,   8.04153,   4.99568,   3.28068,   2.47967,  -4.66628,   2.50152, 316.13400,   1.74172,   2.49633,1010.06000, 301.98500,  63.78500, 249.51000,  -0.19639,   0.15200, 323.13700, 323.11800, 326.04400, 315.44900,   8.13245,   9.37258,   2.22541,  -0.21853,   0.07300, 322.59500, 323.13200, 326.24800, 315.46300,   8.02211,   9.90128,   2.42320, 270.00000,  -0.32092,   0.24338,9999.99000
 1889,07/07/2018 06:41:41,91,   0.16703,   0.00131,   0.00003, 314.46800, 314.32400,   0.00400, 310.77500, 308.12800,   0.00400,   0.00200,   0.00500,  24.31766,  12.07492,   8.04212,   4.99651,   3.28094,   2.47991,  -4.66563,   2.50170, 316.12300,   1.74217,   2.49650,1010.11000, 301.94200,  66.78500, 248.98000,  -1.28531,  -1.55400, 323.17200, 323.14800, 326.04400, 315.38100,   8.13178,   9.37250,   2.30124,  -1.10755,  -0.61000, 322.56200, 323.12900, 326.21900, 315.37600,   8.02043,   9.89927,   2.42437, 270.00000,  -0.31035,   0.20108,9999.99000
 1911,07/07/2018 06:46:35,91,   0.17555,   0.00146,   0.00062, 314.45600, 314.31700,   0.00400, 310.59400, 307.55000,   0.00500,   0.00300,   0.00300,  24.31721,  12.07502,   8.04249,   4.99589,   3.28108,   2.47990,  -4.66558,   2.50175, 316.05800,   1.74200,   2.49655,1010.07000, 301.43900,  67.39000, 257.91000,  -1.36970,  -1.45700, 323.16200, 323.16500, 326.04700, 315.22000,   8.13413,   9.39313,   2.30032,   0.05918,   0.96500, 322.57300, 323.13900, 326.20000, 315.19800,   8.02236,   9.90011,   2.42731, 270.00000,  -0.32092,   0.22223,9999.99000
 1933,07/07/2018 06:51:30,91,   0.16784,   0.00106,   0.00225, 314.35300, 314.21000,   0.00100, 310.10200, 306.39300,   0.00200,   0.00200,   0.00400,  24.31684,  12.07368,   8.04152,   4.99532,   3.28067,   2.47968,  -4.66740,   2.50147, 315.88400,   1.74227,   2.49629,1010.14000, 300.87600,  66.45700, 251.96000,  -1.07536,  -1.02000, 323.15900, 323.16200, 326.00800, 314.92300,   8.13388,   9.37493,   2.29638,  -0.72469,  -0.32200, 322.59000, 323.15300, 326.22200, 314.91600,   8.02161,   9.90053,   2.43016, 270.00000,  -0.33150,   0.26453,9999.99000
 1955,07/07/2018 06:56:24,91,   0.17730,   0.00124,   0.00174, 314.26400, 314.12900,   0.00000, 309.79400, 306.15400,   0.00000,   0.00200,   0.00300,  24.31953,  12.07497,   8.04252,   4.99644,   3.28100,   2.47991,  -4.66499,   2.50180, 315.69700,   1.74205,   2.49660,1010.05000, 300.75100,  68.52300, 249.81000,  -1.65308,  -2.18300, 323.18300, 323.20000, 326.02500, 314.55800,   8.13270,   9.37392,   2.22759,   0.06177,   0.92500, 322.57900, 323.14800, 326.22400, 314.63600,   8.02161,   9.89944,   2.43033, 270.00000,  -0.29977,   0.20108,9999.99000
 1977,07/07/2018 07:01:18,91,   0.17736,   0.00151,   0.00107, 314.09800, 313.96100,   0.00200, 309.60900, 306.14400,   0.00300,   0.00200,   0.00300,  24.31821,  12.07468,   8.04220,   4.99603,   3.28079,   2.47979,  -4.66638,   2.50167, 315.47500,   1.74249,   2.49638,1010.16000, 300.63800,  67.17900, 261.60000,  -0.89018,  -0.48000, 323.14600, 323.17300, 326.00000, 314.29100,   8.13144,   9.37636,   2.22373,  -0.98512,  -0.69900, 322.57400, 323.16400, 326.22900, 314.33300,   8.02178,   9.90153,   2.42848, 270.00000,  -0.27862,   0.19050,9999.99000
 1999,07/07/2018 07:06:14,91,   0.17174,   0.00127,   0.00005, 313.95200, 313.81900,   0.00200, 309.40000, 305.92800,   0.00300,   0.00400,   0.00100,  24.32214,  12.07500,   8.04259,   4.99629,   3.28088,   2.47989,  -4.66594,   2.50175, 315.29000,   1.74271,   2.49659,1010.24000, 300.55600,  69.64400, 273.38000,  -0.17796,   0.37500, 323.16200, 323.12600, 325.96800, 314.03300,   8.13186,   9.37267,   2.30107,  -1.00903,  -0.79800, 322.55800, 323.14700, 326.22100, 314.10000,   8.02203,   9.89902,   2.42941, 270.00000,  -0.31035,   0.19050,9999.99000
 2021,07/07/2018 07:11:12,91,   0.17707,   0.00124,   0.00030, 313.79100, 313.65100,   0.00000, 309.42600, 306.42300,   0.00100,   0.00000,   0.00100,  24.32031,  12.07447,   8.04237,   4.99616,   3.28081,   2.47979,  -4.66633,   2.50169, 315.11900,   1.74238,   2.49648,1010.27000, 300.65300,  68.21000, 276.75000,  -1.14275,  -0.71700, 323.10800, 323.14900, 325.99800, 313.99300,   8.13245,   9.37443,   2.32331,  -1.81480,  -2.88300, 322.53900, 323.15100, 326.22700, 314.01200,   8.02169,   9.91689,   2.42697, 270.00000,  -0.28920,   0.20108,9999.99000
